,attribute_id,attribute_name,attribute_type,attribute_word,frequency
1073,1073,tag::vishnu,tag,vishnu,53
145,145,culture::frankish,culture,frankish,52
173,173,culture::hochst,culture,hochst,52
323,323,culture::sheffield,culture,sheffield,52
514,514,tag::candles,tag,candles,52
604,604,tag::desks,tag,desks,52
646,646,tag::evening,tag,evening,52
911,911,tag::qur'an,tag,qur'an,52
1004,1004,tag::stools,tag,stools,52
1078,1078,tag::wars,tag,wars,52
605,605,tag::devil,tag,devil,51
623,623,tag::doves,tag,doves,51
660,660,tag::fear,tag,fear,51
828,828,tag::mosques,tag,mosques,51
878,878,tag::pheasants,tag,pheasants,51
934,934,tag::saint anne,tag,saint anne,51
976,976,tag::shirts,tag,shirts,51
977,977,tag::shiva,tag,shiva,51
42,42,culture::berlin,culture,berlin,50
349,349,culture::syrian,culture,syrian,50
569,569,tag::couches,tag,couches,50
641,641,tag::entombment,tag,entombment,50
748,748,tag::isis,tag,isis,50
1006,1006,tag::storms,tag,storms,50
712,712,tag::hammers,tag,hammers,49
772,772,tag::lambs,tag,lambs,49
868,868,tag::party,tag,party,49
1057,1057,tag::uniforms,tag,uniforms,49
40,40,culture::beauvais,culture,beauvais,48
256,256,culture::neo-sumerian,culture,neo-sumerian,48
399,399,tag::abraham,tag,abraham,48
424,424,tag::apocalypse,tag,apocalypse,48
533,533,tag::chalices,tag,chalices,48
673,673,tag::fluting,tag,fluting,48
797,797,tag::maenads,tag,maenads,48
951,951,tag::sarcophagus,tag,sarcophagus,48
1043,1043,tag::trains,tag,trains,48
1063,1063,tag::vegetables,tag,vegetables,48
1086,1086,tag::wells,tag,wells,48
446,446,tag::autumn,tag,autumn,47
467,467,tag::bedrooms,tag,bedrooms,47
574,574,tag::crabs,tag,crabs,47
711,711,tag::hair,tag,hair,47
760,760,tag::juno,tag,juno,47
820,820,tag::minerva,tag,minerva,47
318,318,culture::scottish,culture,scottish,46
571,571,tag::courtyards,tag,courtyards,46
778,778,tag::last supper,tag,last supper,46
782,782,tag::leopards,tag,leopards,46
876,876,tag::performance,tag,performance,46
110,110,culture::dublin,culture,dublin,45
321,321,culture::seville,culture,seville,45
562,562,tag::contemplation,tag,contemplation,45
831,831,tag::muses,tag,muses,45
865,865,tag::pants,tag,pants,45
998,998,tag::spring,tag,spring,45
1049,1049,tag::triton,tag,triton,45
86,86,culture::colima,culture,colima,44
196,196,culture::jouy-en-josas,culture,jouy-en-josas,44
375,375,culture::urbino,culture,urbino,44
683,683,tag::funerals,tag,funerals,44
757,757,tag::judith,tag,judith,44
69,69,culture::central asia,culture,central asia,43
95,95,culture::cretan,culture,cretan,43
263,263,culture::north china,culture,north china,43
274,274,culture::nymphenburg,culture,nymphenburg,43
473,473,tag::bes,tag,bes,43
770,770,tag::ladles,tag,ladles,43
902,902,tag::prisons,tag,prisons,42
1026,1026,tag::taweret,tag,taweret,42
24,24,culture::atlantic watershed,culture,atlantic watershed,41
107,107,culture::deruta,culture,deruta,41
401,401,tag::acanthus,tag,acanthus,41
427,427,tag::apples,tag,apples,41
451,451,tag::bagpipes,tag,bagpipes,41
470,470,tag::belts,tag,belts,41
938,938,tag::saint george,tag,saint george,41
969,969,tag::shakespeare,tag,shakespeare,41
124,124,culture::etruria,culture,etruria,40
309,309,culture::saint-cloud,culture,saint-cloud,40
360,360,culture::tibetan,culture,tibetan,40
484,484,tag::body parts,tag,body parts,40
773,773,tag::lamentation,tag,lamentation,40
818,818,tag::military clothing,tag,military clothing,40
1074,1074,tag::volcanoes,tag,volcanoes,40
272,272,culture::norwegian,culture,norwegian,39
324,324,culture::sicily,culture,sicily,39
560,560,tag::commodes,tag,commodes,39
572,572,tag::coverlets and quilts,tag,coverlets and quilts,39
636,636,tag::egg and dart,tag,egg and dart,39
945,945,tag::saint matthew,tag,saint matthew,39
144,144,culture::frankenthal,culture,frankenthal,38
178,178,culture::ica,culture,ica,38
237,237,culture::mitanni,culture,mitanni,38
279,279,culture::padua,culture,padua,38
686,686,tag::gadrooning,tag,gadrooning,38
775,775,tag::landforms,tag,landforms,38
946,946,tag::saint michael,tag,saint michael,38
1000,1000,tag::squirrels,tag,squirrels,38
149,149,culture::french or italian,culture,french or italian,37
315,315,culture::saxony,culture,saxony,37
526,526,tag::caves,tag,caves,37
740,740,tag::illness,tag,illness,37
848,848,tag::nonrepresentational art,tag,nonrepresentational art,37
926,926,tag::roman deities,tag,roman deities,37
158,158,culture::ghassulian,culture,ghassulian,36
195,195,culture::javanese,culture,javanese,36
411,411,tag::air transports,tag,air transports,36
421,421,tag::anklet,tag,anklet,36
614,614,tag::doctors,tag,doctors,36
729,729,tag::historical figures,tag,historical figures,36
792,792,tag::louis xiv,tag,louis xiv,36
935,935,tag::saint anthony,tag,saint anthony,36
979,979,tag::sibyl,tag,sibyl,36
980,980,tag::silenus,tag,silenus,36
984,984,tag::skirts,tag,skirts,36
44,44,culture::boeotian,culture,boeotian,35
251,251,culture::nantes,culture,nantes,35
382,382,culture::versailles,culture,versailles,35
429,429,tag::archangel gabriel,tag,archangel gabriel,35
441,441,tag::artists,tag,artists,35
530,530,tag::ceremony,tag,ceremony,35
656,656,tag::farmers,tag,farmers,35
722,722,tag::hermes,tag,hermes,35
15,15,culture::amsterdam,culture,amsterdam,34
48,48,culture::bow,culture,bow,34
442,442,tag::assumption of the virgin,tag,assumption of the virgin,34
475,475,tag::bicycles,tag,bicycles,34
659,659,tag::fauns,tag,fauns,34
715,715,tag::hathor,tag,hathor,34
759,759,tag::julius caesar,tag,julius caesar,34
777,777,tag::last judgement,tag,last judgement,34
1070,1070,tag::violas,tag,violas,34
1075,1075,tag::vulcan,tag,vulcan,34
57,57,culture::burslem,culture,burslem,33
249,249,culture::nabataean,culture,nabataean,33
292,292,culture::polish,culture,polish,33
1082,1082,tag::watermills,tag,watermills,33
122,122,culture::elamite,culture,elamite,32
134,134,culture::for american market,culture,for american market,32
257,257,culture::neolithic,culture,neolithic,32
342,342,culture::strasbourg,culture,strasbourg,32
385,385,culture::villanovan,culture,villanovan,32
788,788,tag::lizards,tag,lizards,32
789,789,tag::lobsters,tag,lobsters,32
847,847,tag::nike,tag,nike,32
408,408,tag::adonis,tag,adonis,31
539,539,tag::chinese,tag,chinese,31
651,651,tag::factories,tag,factories,31
893,893,tag::pomegranates,tag,pomegranates,31
1102,1102,tag::zodiac,tag,zodiac,31
90,90,culture::copenhagen,culture,copenhagen,30
205,205,culture::lambayeque,culture,lambayeque,30
265,265,culture::north italian,culture,north italian,30
299,299,culture::ptolemaic,culture,ptolemaic,30
509,509,tag::calendars,tag,calendars,30
531,531,tag::ceres,tag,ceres,30
730,730,tag::holofernes,tag,holofernes,30
894,894,tag::ponds,tag,ponds,30
958,958,tag::scorpions,tag,scorpions,30
990,990,tag::snails,tag,snails,30
1100,1100,tag::zeus,tag,zeus,30
50,50,culture::bristol,culture,bristol,29
74,74,culture::chantilly,culture,chantilly,29
141,141,culture::for portuguese market,culture,for portuguese market,29
358,358,culture::thuringia,culture,thuringia,29
397,397,culture::zurich,culture,zurich,29
500,500,tag::buffalos,tag,buffalos,29
900,900,tag::prisms,tag,prisms,29
997,997,tag::sports,tag,sports,29
1014,1014,tag::summer,tag,summer,29
9,9,culture::akkadian,culture,akkadian,28
83,83,culture::chiriqui,culture,chiriqui,28
270,270,culture::northwest china,culture,northwest china,28
419,419,tag::anger,tag,anger,28
499,499,tag::buddhist religious figures,tag,buddhist religious figures,28
617,617,tag::dolls,tag,dolls,28
630,630,tag::drunkenness,tag,drunkenness,28
957,957,tag::schools,tag,schools,28
1042,1042,tag::toys,tag,toys,28
169,169,culture::hattian,culture,hattian,27
320,320,culture::seleucid,culture,seleucid,27
547,547,tag::circus,tag,circus,27
609,609,tag::dice,tag,dice,27
717,717,tag::hawks,tag,hawks,27
837,837,tag::napoleon i,tag,napoleon i,27
839,839,tag::navy,tag,navy,27
877,877,tag::perseus,tag,perseus,27
109,109,culture::dresden,culture,dresden,26
151,151,culture::fulda,culture,fulda,26
165,165,culture::gubbio,culture,gubbio,26
326,326,culture::silesia,culture,silesia,26
440,440,tag::artemis,tag,artemis,26
471,471,tag::benches,tag,benches,26
472,472,tag::benjamin franklin,tag,benjamin franklin,26
640,640,tag::emperor augustus,tag,emperor augustus,26
658,658,tag::fathers,tag,fathers,26
751,751,tag::jars,tag,jars,26
933,933,tag::sailors,tag,sailors,26
1016,1016,tag::sundials,tag,sundials,26
106,106,culture::derby,culture,derby,25
387,387,culture::vincennes,culture,vincennes,25
469,469,tag::bees,tag,bees,25
504,504,tag::burial grounds,tag,burial grounds,25
762,762,tag::kettles,tag,kettles,25
859,859,tag::orpheus,tag,orpheus,25
1079,1079,tag::washing,tag,washing,25
75,75,culture::chaumont-sur-loire,culture,chaumont-sur-loire,24
455,455,tag::baptism of christ,tag,baptism of christ,24
550,550,tag::cleopatra,tag,cleopatra,24
602,602,tag::deserts,tag,deserts,24
625,625,tag::drawing,tag,drawing,24
801,801,tag::mandolins,tag,mandolins,24
802,802,tag::manjushri,tag,manjushri,24
810,810,tag::massacres,tag,massacres,24
869,869,tag::peaches,tag,peaches,24
120,120,culture::egypt,culture,egypt,23
171,171,culture::hilt,culture,hilt,23
325,325,culture::siena,culture,siena,23
689,689,tag::gardeners,tag,gardeners,23
814,814,tag::merchants,tag,merchants,23
1008,1008,tag::street scene,tag,street scene,23
22,22,culture::asia minor,culture,asia minor,22
59,59,culture::calima,culture,calima,22
67,67,culture::caucasian,culture,caucasian,22
93,93,culture::costa rica,culture,costa rica,22
150,150,culture::french or swiss,culture,french or swiss,22
222,222,culture::madrid,culture,madrid,22
245,245,culture::mughal,culture,mughal,22
341,341,culture::stoke-on-trent,culture,stoke-on-trent,22
374,374,culture::urartian,culture,urartian,22
398,398,tag::abbies,tag,abbies,22
402,402,tag::acorns,tag,acorns,22
694,694,tag::genre scene,tag,genre scene,22
743,743,tag::inns,tag,inns,22
785,785,tag::literature,tag,literature,22
841,841,tag::necktie,tag,necktie,22
880,880,tag::pigeons,tag,pigeons,22
909,909,tag::pyramids,tag,pyramids,22
981,981,tag::singers,tag,singers,22
1067,1067,tag::victory,tag,victory,22
170,170,culture::helladic,culture,helladic,21
216,216,culture::ludwigsburg,culture,ludwigsburg,21
229,229,culture::mennecy,culture,mennecy,21
247,247,culture::munich,culture,munich,21
350,350,culture::tairona,culture,tairona,21
380,380,culture::veraguas,culture,veraguas,21
417,417,tag::ancient greek,tag,ancient greek,21
456,456,tag::barns,tag,barns,21
601,601,tag::descent from the cross,tag,descent from the cross,21
632,632,tag::durga,tag,durga,21
857,857,tag::organs,tag,organs,21
1011,1011,tag::students,tag,students,21
1029,1029,tag::teachers,tag,teachers,21
17,17,culture::antwerp,culture,antwerp,20
379,379,culture::veracruz,culture,veracruz,20
736,736,tag::hospitals,tag,hospitals,20
765,765,tag::kitchens,tag,kitchens,20
781,781,tag::leda,tag,leda,20
851,851,tag::occupations,tag,occupations,20
928,928,tag::rosaries,tag,rosaries,20
943,943,tag::saint lawrence,tag,saint lawrence,20
1028,1028,tag::tea drinking,tag,tea drinking,20
89,89,culture::colonial american,culture,colonial american,19
98,98,culture::cycladic,culture,cycladic,19
136,136,culture::for continental market,culture,for continental market,19
255,255,culture::nayarit,culture,nayarit,19
362,362,culture::tlatilco,culture,tlatilco,19
377,377,culture::valencia,culture,valencia,19
403,403,tag::acrobats,tag,acrobats,19
414,414,tag::amazons,tag,amazons,19
416,416,tag::amun,tag,amun,19
435,435,tag::ariadne,tag,ariadne,19
589,589,tag::daisies,tag,daisies,19
852,852,tag::octagons,tag,octagons,19
0,0,culture::abruzzi,culture,abruzzi,18
153,153,culture::gaul,culture,gaul,18
223,223,culture::malayan,culture,malayan,18
337,337,culture::sri lankan,culture,sri lankan,18
371,371,culture::umbria,culture,umbria,18
407,407,tag::admirals,tag,admirals,18
481,481,tag::bobbins,tag,bobbins,18
687,687,tag::galatea,tag,galatea,18
944,944,tag::saint mark,tag,saint mark,18
970,970,tag::shakyamuni,tag,shakyamuni,18
5,5,culture::after german,culture,after german,17
52,52,culture::british or french,culture,british or french,17
117,117,culture::eastern mediterranean or italian,culture,eastern mediterranean or italian,17
228,228,culture::meissen with german,culture,meissen with german,17
261,261,culture::nevers,culture,nevers,17
266,266,culture::north netherlandish,culture,north netherlandish,17
336,336,culture::spitalfields,culture,spitalfields,17
344,344,culture::sumatran,culture,sumatran,17
525,525,tag::cauldrons,tag,cauldrons,17
644,644,tag::europa,tag,europa,17
790,790,tag::lockets,tag,lockets,17
982,982,tag::singing,tag,singing,17
1021,1021,tag::tabernacles,tag,tabernacles,17
1090,1090,tag::wine,tag,wine,17
85,85,culture::chupicuaro,culture,chupicuaro,16
172,172,culture::hittite,culture,hittite,16
301,301,culture::quechua,culture,quechua,16
317,317,culture::sceaux,culture,sceaux,16
353,353,culture::teotihuacan,culture,teotihuacan,16
357,357,culture::thessaly,culture,thessaly,16
392,392,culture::western european,culture,western european,16
491,491,tag::boxing,tag,boxing,16
575,575,tag::cradles,tag,cradles,16
799,799,tag::maitreya,tag,maitreya,16
856,856,tag::opera,tag,opera,16
1087,1087,tag::wind,tag,wind,16
208,208,culture::leuven,culture,leuven,15
300,300,culture::qajar,culture,qajar,15
319,319,culture::scythian,culture,scythian,15
361,361,culture::tiwanaku,culture,tiwanaku,15
930,930,tag::rowing,tag,rowing,15
2,2,culture::aegean,culture,aegean,14
8,8,culture::after russian original,culture,after russian original,14
12,12,culture::alsace,culture,alsace,14
77,77,culture::chelsea-derby,culture,chelsea-derby,14
139,139,culture::for french market,culture,for french market,14
152,152,culture::furstenberg,culture,furstenberg,14
157,157,culture::german or swiss,culture,german or swiss,14
238,238,culture::mixtec,culture,mixtec,14
267,267,culture::northern european,culture,northern european,14
443,443,tag::astronomy,tag,astronomy,14
594,594,tag::dawn,tag,dawn,14
853,853,tag::octopus,tag,octopus,14
1076,1076,tag::wagons,tag,wagons,14
4,4,culture::after british,culture,after british,13
27,27,culture::augsburg decoration,culture,augsburg decoration,13
63,63,culture::canosan,culture,canosan,13
64,64,culture::castel durante,culture,castel durante,13
97,97,culture::cyclades,culture,cyclades,13
213,213,culture::london original,culture,london original,13
330,330,culture::south german,culture,south german,13
352,352,culture::teano,culture,teano,13
1048,1048,tag::tricorns,tag,tricorns,13
1052,1052,tag::tulips,tag,tulips,13
16,16,culture::ansbach,culture,ansbach,12
28,28,culture::augsburg original,culture,augsburg original,12
49,49,culture::brescia,culture,brescia,12
72,72,culture::central italian,culture,central italian,12
148,148,culture::french or german,culture,french or german,12
244,244,culture::moustiers,culture,moustiers,12
246,246,culture::muisca,culture,muisca,12
356,356,culture::the hague,culture,the hague,12
697,697,tag::gingham pattern,tag,gingham pattern,12
779,779,tag::law,tag,law,12
918,918,tag::religious events,tag,religious events,12
1094,1094,tag::world war i,tag,world war i,12
46,46,culture::bologna,culture,bologna,11
62,62,culture::canaanite,culture,canaanite,11
66,66,culture::catalonia,culture,catalonia,11
206,206,culture::lambeth,culture,lambeth,11
295,295,culture::potsdam,culture,potsdam,11
386,386,culture::villeroy,culture,villeroy,11
474,474,tag::bible,tag,bible,11
897,897,tag::poseidon,tag,poseidon,11
1031,1031,tag::telescopes,tag,telescopes,11
10,10,culture::alexandria-hadra,culture,alexandria-hadra,10
38,38,culture::bayreuth,culture,bayreuth,10
54,54,culture::brunswick,culture,brunswick,10
56,56,culture::burma,culture,burma,10
87,87,culture::colombian,culture,colombian,10
143,143,culture::for swedish market,culture,for swedish market,10
164,164,culture::guanacaste-nicoya,culture,guanacaste-nicoya,10
209,209,culture::lille,culture,lille,10
220,220,culture::macaracas,culture,macaracas,10
225,225,culture::manteno,culture,manteno,10
243,243,culture::moroccan,culture,moroccan,10
277,277,culture::orleans,culture,orleans,10
302,302,culture::remojadas,culture,remojadas,10
310,310,culture::salinar,culture,salinar,10
343,343,culture::sulawesi,culture,sulawesi,10
719,719,tag::hell,tag,hell,10
752,752,tag::jason,tag,jason,10
919,919,tag::religious texts,tag,religious texts,10
47,47,culture::bordeaux,culture,bordeaux,9
183,183,culture::inuit,culture,inuit,9
193,193,culture::italic-native,culture,italic-native,9
200,200,culture::kievan rus',culture,kievan rus',9
288,288,culture::pesaro,culture,pesaro,9
296,296,culture::praenestine,culture,praenestine,9
303,303,culture::rhenish,culture,rhenish,9
305,305,culture::roman egyptian,culture,roman egyptian,9
452,452,tag::bakers,tag,bakers,9
476,476,tag::billiards,tag,billiards,9
523,523,tag::cathedrals,tag,cathedrals,9
643,643,tag::esther,tag,esther,9
798,798,tag::magicians,tag,magicians,9
854,854,tag::old testament,tag,old testament,9
68,68,culture::caughley,culture,caughley,8
84,84,culture::chorrera,culture,chorrera,8
168,168,culture::hanau,culture,hanau,8
174,174,culture::huastec,culture,huastec,8
215,215,culture::lowestoft,culture,lowestoft,8
254,254,culture::naxos,culture,naxos,8
381,381,culture::verona,culture,verona,8
394,394,culture::wurzburg,culture,wurzburg,8
395,395,culture::zenu,culture,zenu,8
460,460,tag::bathsheba,tag,bathsheba,8
561,561,tag::concerts,tag,concerts,8
599,599,tag::deities,tag,deities,8
652,652,tag::fairies,tag,fairies,8
812,812,tag::medea,tag,medea,8
19,19,culture::arabian,culture,arabian,7
37,37,culture::bavaria,culture,bavaria,7
73,73,culture::chalcidian,culture,chalcidian,7
101,101,culture::czech,culture,czech,7
119,119,culture::edomite,culture,edomite,7
128,128,culture::european bronze age,culture,european bronze age,7
159,159,culture::gnathian,culture,gnathian,7
197,197,culture::kathmandu valley,culture,kathmandu valley,7
224,224,culture::mali,culture,mali,7
235,235,culture::mimbres,culture,mimbres,7
241,241,culture::montelupo,culture,montelupo,7
242,242,culture::moro,culture,moro,7
333,333,culture::southall,culture,southall,7
340,340,culture::stockholm,culture,stockholm,7
346,346,culture::surrey,culture,surrey,7
355,355,culture::thanjavur,culture,thanjavur,7
364,364,culture::tolita-tumaco,culture,tolita-tumaco,7
370,370,culture::ubaid,culture,ubaid,7
544,544,tag::christmas,tag,christmas,7
635,635,tag::easter,tag,easter,7
845,845,tag::new testament,tag,new testament,7
892,892,tag::polka-dot pattern,tag,polka-dot pattern,7
917,917,tag::rectangles,tag,rectangles,7
82,82,culture::chinese with french mounts,culture,chinese with french mounts,6
118,118,culture::edinburgh,culture,edinburgh,6
126,126,culture::euboean,culture,euboean,6
130,130,culture::ferrara,culture,ferrara,6
137,137,culture::for danish market,culture,for danish market,6
167,167,culture::haida,culture,haida,6
181,181,culture::indian or nepalese,culture,indian or nepalese,6
186,186,culture::isin-larsa,culture,isin-larsa,6
219,219,culture::macao,culture,macao,6
264,264,culture::north indian,culture,north indian,6
286,286,culture::parthian or sasanian,culture,parthian or sasanian,6
311,311,culture::salzburg,culture,salzburg,6
314,314,culture::savoy,culture,savoy,6
363,363,culture::tlingit,culture,tlingit,6
388,388,culture::visigothic,culture,visigothic,6
391,391,culture::west slavic,culture,west slavic,6
527,527,tag::celestial bodies,tag,celestial bodies,6
843,843,tag::nero,tag,nero,6
883,883,tag::pinecones,tag,pinecones,6
21,21,culture::arica,culture,arica,5
30,30,culture::avignon,culture,avignon,5
31,31,culture::avon,culture,avon,5
80,80,culture::chinese with dutch decoration,culture,chinese with dutch decoration,5
115,115,culture::eastern european,culture,eastern european,5
207,207,culture::langobardic,culture,langobardic,5
211,211,culture::liverpool,culture,liverpool,5
268,268,culture::northern india,culture,northern india,5
297,297,culture::proto-elamite,culture,proto-elamite,5
298,298,culture::provincial,culture,provincial,5
365,365,culture::topara,culture,topara,5
431,431,tag::architects,tag,architects,5
873,873,tag::pentecost,tag,pentecost,5
1060,1060,tag::vajrapani,tag,vajrapani,5
6,6,culture::after german original,culture,after german original,4
20,20,culture::aragon,culture,aragon,4
34,34,culture::babylonian or kassite,culture,babylonian or kassite,4
88,88,culture::colonial,culture,colonial,4
92,92,culture::coromandel coast,culture,coromandel coast,4
103,103,culture::deccan,culture,deccan,4
129,129,culture::faliscan,culture,faliscan,4
132,132,culture::flemish or italian,culture,flemish or italian,4
166,166,culture::gurkha,culture,gurkha,4
176,176,culture::hungary,culture,hungary,4
177,177,culture::huron,culture,huron,4
214,214,culture::longton hall,culture,longton hall,4
233,233,culture::michoacan,culture,michoacan,4
260,260,culture::neuwied am rhein,culture,neuwied am rhein,4
278,278,culture::ottonian,culture,ottonian,4
284,284,culture::parita,culture,parita,4
290,290,culture::phrygian,culture,phrygian,4
291,291,culture::piedmont,culture,piedmont,4
327,327,culture::sinceny,culture,sinceny,4
367,367,culture::turin,culture,turin,4
787,787,tag::living rooms,tag,living rooms,4
855,855,tag::olive trees,tag,olive trees,4
3,3,culture::afghan,culture,afghan,3
7,7,culture::after italian,culture,after italian,3
36,36,culture::balinese,culture,balinese,3
39,39,culture::beautiran,culture,beautiran,3
53,53,culture::british or scottish,culture,british or scottish,3
94,94,culture::costa rica or panama,culture,costa rica or panama,3
100,100,culture::cypriot or phoenician,culture,cypriot or phoenician,3
123,123,culture::england,culture,england,3
140,140,culture::for iberian market,culture,for iberian market,3
160,160,culture::gonia,culture,gonia,3
190,190,culture::italian or sicilian,culture,italian or sicilian,3
198,198,culture::kazakhstan,culture,kazakhstan,3
203,203,culture::la rochelle,culture,la rochelle,3
250,250,culture::nailsea,culture,nailsea,3
329,329,culture::smyrna,culture,smyrna,3
372,372,culture::united states,culture,united states,3
376,376,culture::urbino with gubbio luster,culture,urbino with gubbio luster,3
727,727,tag::hindu religious figures,tag,hindu religious figures,3
1017,1017,tag::sunflowers,tag,sunflowers,3
71,71,culture::central highlands,culture,central highlands,2
108,108,culture::devonshire,culture,devonshire,2
142,142,culture::for russian market,culture,for russian market,2
187,187,culture::isin-larsaold babylonian,culture,isin-larsaold babylonian,2
201,201,culture::konigsberg,culture,konigsberg,2
240,240,culture::moche-wari,culture,moche-wari,2
271,271,culture::northwest china/eastern central asia,culture,northwest china/eastern central asia,2
312,312,culture::san sabastian,culture,san sabastian,2
389,389,culture::vulci,culture,vulci,2
904,904,tag::prostitutes,tag,prostitutes,2
987,987,tag::slavery,tag,slavery,2
11,11,culture::algerian,culture,algerian,1
81,81,culture::chinese with european decoration,culture,chinese with european decoration,1
104,104,culture::dehua,culture,dehua,1
112,112,culture::dyak,culture,dyak,1
146,146,culture::freiburg im breisgau,culture,freiburg im breisgau,1
199,199,culture::kholmogory,culture,kholmogory,1
221,221,culture::macedonian,culture,macedonian,1
230,230,culture::mennecy or sceaux,culture,mennecy or sceaux,1
262,262,culture::nimes,culture,nimes,1
281,281,culture::palermo,culture,palermo,1
293,293,culture::populonia,culture,populonia,1
328,328,culture::skyros,culture,skyros,1
366,366,culture::tsimshian,culture,tsimshian,1
396,396,culture::zoroastrian,culture,zoroastrian,1
805,805,tag::mark antony,tag,mark antony,1
